Transaction Number,Date,Description,Memo,Amount Debit,Amount Credit,Balance,Check Number,Fees
"20220502000000[-6:CST]*-7.78*0**XX3498 POS WITHDRAWAL. FAREWAY STORES #3 86 AMES IA 92405701 29098800",05/02/2022,"XX3498 POS WITHDRAWAL. FAREWAY STORES #3 86 AMES IA 92405701 29098800","",-7.78,,"57776.37",,0.00
"20220502000000[-6:CST]*-6.42*0**XX3498 POS PURCHASE AT ARBY S 5537 AMES IA 4445026648220 212000087913",05/02/2022,"XX3498 POS PURCHASE AT ARBY S 5537 AMES IA 4445026648220 212000087913","",-6.42,,"57784.15",,0.00
"20220429000000[-6:CST]*-20.66*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2119",04/29/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2119","",-20.66,,"57790.57",,0.00
"20220429000000[-6:CST]*3639.10*501**DONNELLEY FINANC DIRECT DEP 589058195127 L5Z",04/29/2022,"DONNELLEY FINANC DIRECT DEP 589058195127 L5Z","",,3639.10,"57811.23",,0.00
"20220428000000[-6:CST]*-59.04*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2118",04/28/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2118","",-59.04,,"54172.13",,0.00
"20220428000000[-6:CST]*-52.81*0**XX3498 POS PURCHASE AT Mucky Duck Pub Am es IA 513331030178305 21180007923",04/28/2022,"XX3498 POS PURCHASE AT Mucky Duck Pub Am es IA 513331030178305 21180007923","",-52.81,,"54231.17",,0.00
"20220428000000[-6:CST]*-29.50*0**XX3498 POS PURCHASE AT PHO  TEA CAFE LL C AMES IA 8641 211800078880",04/28/2022,"XX3498 POS PURCHASE AT PHO & TEA CAFE LL C AMES IA 8641 211800078880","",-29.50,,"54283.98",,0.00
"20220427000000[-6:CST]*-84.47*0**CITY OF AMES UT BILL 002629810006826",04/27/2022,"CITY OF AMES UT BILL 002629810006826","",-84.47,,"54313.48",,0.00
"20220427000000[-6:CST]*-34.86*0**XX3498 POS PURCHASE AT Wal-Mart Super Ce nter AMES IA 07490046 08141716",04/27/2022,"XX3498 POS PURCHASE AT Wal-Mart Super Ce nter AMES IA 07490046 08141716","",-34.86,,"54397.95",,0.00
"20220426000000[-6:CST]*-108.31*0**CITY OF AMES UT BILL 002819790003022",04/26/2022,"CITY OF AMES UT BILL 002819790003022","",-108.31,,"54432.81",,0.00
"20220426000000[-6:CST]*-30.99*0**XX3498 POS PURCHASE AT WHISKEY RIVER (AM ES) AMES IA 00000001 211600145709",04/26/2022,"XX3498 POS PURCHASE AT WHISKEY RIVER (AM ES) AMES IA 00000001 211600145709","",-30.99,,"54541.12",,0.00
"20220426000000[-6:CST]*-12.84*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 211600104301",04/26/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 211600104301","",-12.84,,"54572.11",,0.00
"20220425000000[-6:CST]*-2664.00*0**DHS CSRU IOW DHS IOWDHS011337057",04/25/2022,"DHS CSRU IOW DHS IOWDHS011337057","",-2664.00,,"54584.95",,0.00
"20220425000000[-6:CST]*-440.64*0**FARMERS INS EFT PYMT mXXXXX5868",04/25/2022,"FARMERS INS EFT PYMT mXXXXX5868","",-440.64,,"57248.95",,0.00
"20220425000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS011337058",04/25/2022,"DHS CSRU conv fee IOWDHS011337058","",-0.29,,"57689.59",,0.00
"20220425000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 3334 LINCOLN WAY AMES IA 610013 064",04/25/2022,"XX3498 ATM WITHDRAWAL. 3334 LINCOLN WAY AMES IA 610013 064","",-200.00,,"57689.88",,0.00
"20220425000000[-6:CST]*-134.41*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 43292862",04/25/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 43292862","",-134.41,,"57889.88",,0.00
"20220425000000[-6:CST]*-99.12*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 43293179",04/25/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 43293179","",-99.12,,"58024.29",,0.00
"20220425000000[-6:CST]*-40.00*0**XX3498 POS PURCHASE AT SQ *ALLUVIAL BREW ING C Ames IA 372030000053360 211",04/25/2022,"XX3498 POS PURCHASE AT SQ *ALLUVIAL BREW ING C Ames IA 372030000053360 211","",-40.00,,"58123.41",,0.00
"20220425000000[-6:CST]*-25.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08725287",04/25/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08725287","",-25.00,,"58163.41",,0.00
"20220425000000[-6:CST]*-8.34*0**XX3498 POS PURCHASE AT B BOPS AMES NORTH AMES IA 650000011368068 21150010",04/25/2022,"XX3498 POS PURCHASE AT B BOPS AMES NORTH AMES IA 650000011368068 21150010","",-8.34,,"58188.41",,0.00
"20220425000000[-6:CST]*-3.29*0**XX3498 POS WITHDRAWAL. KUMGO 1215 AMES AMES IA 001 00616284",04/25/2022,"XX3498 POS WITHDRAWAL. KUM&GO 1215 AMES AMES IA 001 00616284","",-3.29,,"58196.75",,0.00
"20220425000000[-6:CST]*-100.00*0**00675583 TRANSFER TO 780750 ON 4/23/22 A T 18:38",04/25/2022,"00675583 TRANSFER TO 780750 ON 4/23/22 A T 18:38","",-100.00,,"58200.04",,0.00
"20220421000000[-6:CST]*-119.77*0**Alliant - IPL PAYMENT 0061467186",04/21/2022,"Alliant - IPL PAYMENT 0061467186","",-119.77,,"58300.04",,0.00
"20220421000000[-6:CST]*-41.05*0**XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 519917920191558 211100082675",04/21/2022,"XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 519917920191558 211100082675","",-41.05,,"58419.81",,0.00
"20220420000000[-6:CST]*-40.00*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 211000093345",04/20/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 211000093345","",-40.00,,"58460.86",,0.00
"20220420000000[-6:CST]*-4.28*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 211000093353",04/20/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 211000093353","",-4.28,,"58500.86",,0.00
"20220419000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 619206 011",04/19/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 619206 011","",-200.00,,"58505.14",,0.00
"20220419000000[-6:CST]*-6.74*0**XX3498 POS WITHDRAWAL. HY VEE CLINIC 300 7 AMES IA 001 24791786",04/19/2022,"XX3498 POS WITHDRAWAL. HY VEE CLINIC 300 7 AMES IA 001 24791786","",-6.74,,"58705.14",,0.00
"20220418000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-620-8880",04/18/2022,"CLUB FEES PLANET FIT 515-620-8880","",-24.60,,"58711.88",,0.00
"20220418000000[-6:CST]*-65.10*0**XX3498 POS PURCHASE AT THE CAFE AMES IA 00000001 210800149916",04/18/2022,"XX3498 POS PURCHASE AT THE CAFE AMES IA 00000001 210800149916","",-65.10,,"58736.48",,0.00
"20220418000000[-6:CST]*-43.95*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 001 23857415",04/18/2022,"XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 001 23857415","",-43.95,,"58801.58",,0.00
"20220418000000[-6:CST]*-42.79*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 23546299",04/18/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 23546299","",-42.79,,"58845.53",,0.00
"20220418000000[-6:CST]*-23.40*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE AMES IA 372041000053360 2107",04/18/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE AMES IA 372041000053360 2107","",-23.40,,"58888.32",,0.00
"20220418000000[-6:CST]*-20.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 9528 210700069265",04/18/2022,"XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 9528 210700069265","",-20.00,,"58911.72",,0.00
"20220418000000[-6:CST]*-7.37*0**XX3498 POS PURCHASE AT MCDONALD'S M2021 AMES IA 07637972021MDZ 2108000375",04/18/2022,"XX3498 POS PURCHASE AT MCDONALD'S M2021 AMES IA 07637972021MDZ 2108000375","",-7.37,,"58931.72",,0.00
"20220418000000[-6:CST]*-100.00*0**00673420 TRANSFER TO 780750 ON 4/16/22 A T 16:16",04/18/2022,"00673420 TRANSFER TO 780750 ON 4/16/22 A T 16:16","",-100.00,,"58939.09",,0.00
"20220415000000[-6:CST]*-78.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08724457",04/15/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08724457","",-78.00,,"59039.09",,0.00
"20220414000000[-6:CST]*-230.50*0**VERIZON WIRELESS PAYMENTS 05885909720000 1",04/14/2022,"VERIZON WIRELESS PAYMENTS 05885909720000 1","",-230.50,,"59117.09",,0.00
"20220414000000[-6:CST]*-223.45*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 21680164",04/14/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 21680164","",-223.45,,"59347.59",,0.00
"20220414000000[-6:CST]*-59.92*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2104",04/14/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2104","",-59.92,,"59571.04",,0.00
"20220414000000[-6:CST]*-55.03*0**XX3498 POS PURCHASE AT Mucky Duck Pub Am es IA 513331030178305 21040004237",04/14/2022,"XX3498 POS PURCHASE AT Mucky Duck Pub Am es IA 513331030178305 21040004237","",-55.03,,"59630.96",,0.00
"20220414000000[-6:CST]*3639.11*501**DONNELLEY FINANC DIRECT DEP 925022277146 L5Z",04/14/2022,"DONNELLEY FINANC DIRECT DEP 925022277146 L5Z","",,3639.11,"59685.99",,0.00
"20220413000000[-6:CST]*-165.30*0**Alliant - IPL PAYMENT 3836938783",04/13/2022,"Alliant - IPL PAYMENT 3836938783","",-165.30,,"56046.88",,0.00
"20220412000000[-6:CST]*3.74*501**Interest paid",04/12/2022,"Interest paid","",,3.74,"56212.18",,0.00
"20220412000000[-6:CST]*-72.30*0**ASPEN WASTE SYST EFT PMT 8 00257691",04/12/2022,"ASPEN WASTE SYST EFT PMT 8 00257691","",-72.30,,"56208.44",,0.00
"20220412000000[-6:CST]*-65.41*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210200104022",04/12/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210200104022","",-65.41,,"56280.74",,0.00
"20220412000000[-6:CST]*-32.10*0**XX3498 POS PURCHASE AT WILLIAMS-SONOMA 0 721 W DES MOINES IA 2692620001103",04/12/2022,"XX3498 POS PURCHASE AT WILLIAMS-SONOMA 0 721 W DES MOINES IA 2692620001103","",-32.10,,"56346.15",,0.00
"20220412000000[-6:CST]*-24.00*0**XX3498 POS PURCHASE AT GOODWILL ANKENY A NKENY IA 9521 210200068110",04/12/2022,"XX3498 POS PURCHASE AT GOODWILL ANKENY A NKENY IA 9521 210200068110","",-24.00,,"56378.25",,0.00
"20220412000000[-6:CST]*-6.42*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210200104030",04/12/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210200104030","",-6.42,,"56402.25",,0.00
"20220412000000[-6:CST]*-6.42*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210200104037",04/12/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210200104037","",-6.42,,"56408.67",,0.00
"20220411000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 131 WELCH AVE AME S IA 610799 172",04/11/2022,"XX3498 ATM WITHDRAWAL. 131 WELCH AVE AME S IA 610799 172","",-200.00,,"56415.09",,0.00
"20220411000000[-6:CST]*-129.79*0**XX3498 POS WITHDRAWAL. TRADER JOE'S #721 W DES MOINES IA 69472107 0722350",04/11/2022,"XX3498 POS WITHDRAWAL. TRADER JOE'S #721 W DES MOINES IA 69472107 0722350","",-129.79,,"56615.09",,0.00
"20220411000000[-6:CST]*-122.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08728427",04/11/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08728427","",-122.00,,"56744.88",,0.00
"20220411000000[-6:CST]*-10.37*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR  GRO AMES IA 650000008589650 210",04/11/2022,"XX3498 POS PURCHASE AT KWIK STOP LIQUOR & GRO AMES IA 650000008589650 210","",-10.37,,"56866.88",,0.00
"20220411000000[-6:CST]*-9.60*0**XX3498 POS PURCHASE AT B BOPS AMES NORTH AMES IA 650000011368068 21000009",04/11/2022,"XX3498 POS PURCHASE AT B BOPS AMES NORTH AMES IA 650000011368068 21000009","",-9.60,,"56877.25",,0.00
"20220411000000[-6:CST]*-8.56*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210100107605",04/11/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 210100107605","",-8.56,,"56886.85",,0.00
"20220411000000[-6:CST]*-5.16*0**XX3498 POS WITHDRAWAL. FAREWAY STORES #3 86 AMES IA 92405701 96559400",04/11/2022,"XX3498 POS WITHDRAWAL. FAREWAY STORES #3 86 AMES IA 92405701 96559400","",-5.16,,"56895.41",,0.00
"20220411000000[-6:CST]*-100.00*0**TRANSFER TO FREE CHECKING ACCOUNT XXXXXX 0750",04/11/2022,"TRANSFER TO FREE CHECKING ACCOUNT XXXXXX 0750","",-100.00,,"56900.57",,0.00
"20220406000000[-6:CST]*-944.37*0**CHASE CREDIT CRD AUTOPAY 000000000146337",04/06/2022,"CHASE CREDIT CRD AUTOPAY 000000000146337","",-944.37,,"57000.57",,0.00
"20220406000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 440",04/06/2022,"XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A 610801 440","",-200.00,,"57944.94",,0.00
"20220406000000[-6:CST]*-56.88*0**XX3498 POS PURCHASE AT PHILLIPS 66 - SWI FT ST AMES IA 650000005418358 209",04/06/2022,"XX3498 POS PURCHASE AT PHILLIPS 66 - SWI FT ST AMES IA 650000005418358 209","",-56.88,,"58144.94",,0.00
"20220406000000[-6:CST]*-54.50*0**XX3498 POS PURCHASE AT SQ *THE ANGRY IRI SHMEN Ames IA 372041000053360 209",04/06/2022,"XX3498 POS PURCHASE AT SQ *THE ANGRY IRI SHMEN Ames IA 372041000053360 209","",-54.50,,"58201.82",,0.00
"20220406000000[-6:CST]*-31.48*0**XX3498 POS WITHDRAWAL. SWIFT STOP 5 AMES IA 00354J26 83",04/06/2022,"XX3498 POS WITHDRAWAL. SWIFT STOP 5 AMES IA 00354J26 83","",-31.48,,"58256.32",,0.00
"20220406000000[-6:CST]*-22.84*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2096",04/06/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2096","",-22.84,,"58287.80",,0.00
"20220406000000[-6:CST]*-9.09*0**XX3498 POS PURCHASE AT Subway 20049 Ames IA 75135579 209600087936",04/06/2022,"XX3498 POS PURCHASE AT Subway 20049 Ames IA 75135579 209600087936","",-9.09,,"58310.64",,0.00
"20220405000000[-6:CST]*-712.75*0**IOWA BANKERS MTG ACH PMT XXXXXX2430",04/05/2022,"IOWA BANKERS MTG ACH PMT XXXXXX2430","",-712.75,,"58319.73",,0.00
"20220405000000[-6:CST]*-26.79*0**XX3498 POS WITHDRAWAL. FAREWAY STORES #3 86 AMES IA 92405701 46994600",04/05/2022,"XX3498 POS WITHDRAWAL. FAREWAY STORES #3 86 AMES IA 92405701 46994600","",-26.79,,"59032.48",,0.00
"20220405000000[-6:CST]*-6.42*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209500105439",04/05/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209500105439","",-6.42,,"59059.27",,0.00
"20220404000000[-6:CST]*-80.00*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209400063017",04/04/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209400063017","",-80.00,,"59065.69",,0.00
"20220404000000[-6:CST]*-46.82*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209400063013",04/04/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209400063013","",-46.82,,"59145.69",,0.00
"20220404000000[-6:CST]*-43.20*0**XX3498 POS PURCHASE AT PHILLIPS 66 - SWI FT ST AMES IA 650000005418358 209",04/04/2022,"XX3498 POS PURCHASE AT PHILLIPS 66 - SWI FT ST AMES IA 650000005418358 209","",-43.20,,"59192.51",,0.00
"20220404000000[-6:CST]*-34.24*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209400063016",04/04/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 209400063016","",-34.24,,"59235.71",,0.00
"20220401000000[-6:CST]*-40.00*0**VENMO PAYMENT 1019291462697",04/01/2022,"VENMO PAYMENT 1019291462697","",-40.00,,"59269.95",,0.00
"20220401000000[-6:CST]*-50.29*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2091",04/01/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2091","",-50.29,,"59309.95",,0.00
"20220401000000[-6:CST]*3639.11*501**DONNELLEY FINANC DIRECT DEP 786082731796 L5Z",04/01/2022,"DONNELLEY FINANC DIRECT DEP 786082731796 L5Z","",,3639.11,"59360.24",,0.00
"20220331000000[-6:CST]*-84.89*0**XX3498 POS PURCHASE AT Mucky Duck Pub Am es IA 513331030178305 20900005265",03/31/2022,"XX3498 POS PURCHASE AT Mucky Duck Pub Am es IA 513331030178305 20900005265","",-84.89,,"55721.13",,0.00
"20220331000000[-6:CST]*-72.25*0**XX3498 POS PURCHASE AT SQ *THE ANGRY IRI SHMEN Ames IA 372041000053360 209",03/31/2022,"XX3498 POS PURCHASE AT SQ *THE ANGRY IRI SHMEN Ames IA 372041000053360 209","",-72.25,,"55806.02",,0.00
"20220331000000[-6:CST]*-32.72*0**XX3498 POS PURCHASE AT Wal-Mart Super Ce nter AMES IA 07490050 90610928",03/31/2022,"XX3498 POS PURCHASE AT Wal-Mart Super Ce nter AMES IA 07490050 90610928","",-32.72,,"55878.27",,0.00
"20220331000000[-6:CST]*-30.00*0**XX3498 POS PURCHASE AT MED*MCFARLAND CLI NIC AMES IA 384751000383010 20900",03/31/2022,"XX3498 POS PURCHASE AT MED*MCFARLAND CLI NIC AMES IA 384751000383010 20900","",-30.00,,"55910.99",,0.00
"20220331000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 372041000053360 209000068436",03/31/2022,"XX3498 POS PURCHASE AT SQ *ACPS Ames IA 372041000053360 209000068436","",-25.00,,"55940.99",,0.00
"20220331000000[-6:CST]*-21.39*0**XX3498 POS WITHDRAWAL. T J MAXX 2701 GRA ND A AMES IA 95621001 19249774",03/31/2022,"XX3498 POS WITHDRAWAL. T J MAXX 2701 GRA ND A AMES IA 95621001 19249774","",-21.39,,"55965.99",,0.00
"20220331000000[-6:CST]*-8.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 9528 209000056688",03/31/2022,"XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 9528 209000056688","",-8.00,,"55987.38",,0.00
"20220330000000[-6:CST]*-4.16*0**XX3498 POS PURCHASE AT MCDONALD'S M2021 AMES IA 81545304 37276400",03/30/2022,"XX3498 POS PURCHASE AT MCDONALD'S M2021 AMES IA 81545304 37276400","",-4.16,,"55995.38",,0.00
"20220329000000[-6:CST]*-47.50*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 208800097860",03/29/2022,"XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 650000004025121 208800097860","",-47.50,,"55999.54",,0.00
"20220328000000[-6:CST]*-94.13*0**CITY OF AMES UT BILL 002629810006826",03/28/2022,"CITY OF AMES UT BILL 002629810006826","",-94.13,,"56047.04",,0.00
"20220328000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA 612292 157",03/28/2022,"XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA 612292 157","",-200.00,,"56141.17",,0.00
"20220328000000[-6:CST]*-197.80*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 37650022",03/28/2022,"XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 001 37650022","",-197.80,,"56341.17",,0.00
"20220328000000[-6:CST]*-67.29*0**XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 00036355",03/28/2022,"XX3498 POS WITHDRAWAL. WAL-MART #749 AME S IA 600001 00036355","",-67.29,,"56538.97",,0.00
"20220328000000[-6:CST]*-29.00*0**XX3498 POS PURCHASE AT SQ *LONDON UNDERG ROUND Ames IA 372030000053360 208",03/28/2022,"XX3498 POS PURCHASE AT SQ *LONDON UNDERG ROUND Ames IA 372030000053360 208","",-29.00,,"56606.26",,0.00
"20220328000000[-6:CST]*218.00*501**IASTTAXRFD IASTTAXRFD 000000000000000",03/28/2022,"IASTTAXRFD IASTTAXRFD 000000000000000","",,218.00,"56635.26",,0.00
"20220325000000[-6:CST]*-120.00*0**XX3498 ATM WITHDRAWAL. 119 MAIN ST AMES IA RT35199 00008746",03/25/2022,"XX3498 ATM WITHDRAWAL. 119 MAIN ST AMES IA RT35199 00008746","",-120.00,,"56417.26",,0.00
"20220325000000[-6:CST]*-35.33*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2084",03/25/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2084","",-35.33,,"56537.26",,0.00
"20220325000000[-6:CST]*-3.49*0**ATM WITHDRAWAL FEE XX3498 ATM WITHDRAWAL . 119 MAIN ST AMES IA RT35199 00008746",03/25/2022,"ATM WITHDRAWAL FEE XX3498 ATM WITHDRAWAL . 119 MAIN ST AMES IA RT35199 00008746","",-3.49,,"56572.59",,0.00
"20220324000000[-6:CST]*-102.01*0**CITY OF AMES UT BILL 002819790003022",03/24/2022,"CITY OF AMES UT BILL 002819790003022","",-102.01,,"56576.08",,0.00
"20220324000000[-6:CST]*-62.99*0**XX3498 POS PURCHASE AT THE CAFE AMES IA 00000001 208300086421",03/24/2022,"XX3498 POS PURCHASE AT THE CAFE AMES IA 00000001 208300086421","",-62.99,,"56678.09",,0.00
"20220324000000[-6:CST]*-8.31*0**XX3498 POS WITHDRAWAL. CASEYS GEN STORE AMES IA 600001 00025023",03/24/2022,"XX3498 POS WITHDRAWAL. CASEYS GEN STORE AMES IA 600001 00025023","",-8.31,,"56741.08",,0.00
"20220323000000[-6:CST]*-2664.00*0**DHS CSRU IOW DHS IOWDHS011204584",03/23/2022,"DHS CSRU IOW DHS IOWDHS011204584","",-2664.00,,"56749.39",,0.00
"20220323000000[-6:CST]*-440.62*0**FARMERS INS EFT PYMT mXXXXX5868",03/23/2022,"FARMERS INS EFT PYMT mXXXXX5868","",-440.62,,"59413.39",,0.00
"20220323000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS011204585",03/23/2022,"DHS CSRU conv fee IOWDHS011204585","",-0.29,,"59854.01",,0.00
"20220323000000[-6:CST]*-81.83*0**XX3498 POS PURCHASE AT JCPENNEY 0384 AME S IA 0000 208200093050",03/23/2022,"XX3498 POS PURCHASE AT JCPENNEY 0384 AME S IA 0000 208200093050","",-81.83,,"59854.30",,0.00
"20220322000000[-6:CST]*-39.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08721669",03/22/2022,"XX3498 POS WITHDRAWAL. WHEATSFIELD COO A MES IA 68087201 08721669","",-39.00,,"59936.13",,0.00
"20220322000000[-6:CST]*-3.75*0**XX3498 POS PURCHASE AT SUPER SHINE AMES AMES IA 4445029735099 20810010167",03/22/2022,"XX3498 POS PURCHASE AT SUPER SHINE AMES AMES IA 4445029735099 20810010167","",-3.75,,"59975.13",,0.00
"20220321000000[-6:CST]*-165.61*0**Alliant - IPL PAYMENT 0061467186",03/21/2022,"Alliant - IPL PAYMENT 0061467186","",-165.61,,"59978.88",,0.00
"20220321000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 3725 STANGE ROAD AMES IA 5719G113 245",03/21/2022,"XX3498 ATM WITHDRAWAL. 3725 STANGE ROAD AMES IA 5719G113 245","",-200.00,,"60144.49",,0.00
"20220321000000[-6:CST]*-65.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HAR DWARE AMES IA 7137 208000066474",03/21/2022,"XX3498 POS PURCHASE AT O DONNELL ACE HAR DWARE AMES IA 7137 208000066474","",-65.00,,"60344.49",,0.00
"20220321000000[-6:CST]*-23.91*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2078",03/21/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2078","",-23.91,,"60409.49",,0.00
"20220321000000[-6:CST]*-20.00*0**XX3498 POS PURCHASE AT HABITAT FOR HUMAN ITY O AMES IA 91365901 2079000017",03/21/2022,"XX3498 POS PURCHASE AT HABITAT FOR HUMAN ITY O AMES IA 91365901 2079000017","",-20.00,,"60433.40",,0.00
"20220321000000[-6:CST]*-8.76*0**XX3498 POS PURCHASE AT MCDONALD'S M2021 AMES IA 81545304 66048200",03/21/2022,"XX3498 POS PURCHASE AT MCDONALD'S M2021 AMES IA 81545304 66048200","",-8.76,,"60453.40",,0.00
"20220321000000[-6:CST]*-8.12*0**XX3498 POS PURCHASE AT B BOPS AMES NORTH AMES IA 650000011368068 20780011",03/21/2022,"XX3498 POS PURCHASE AT B BOPS AMES NORTH AMES IA 650000011368068 20780011","",-8.12,,"60462.16",,0.00
"20220318000000[-6:CST]*3639.10*501**DONNELLEY FINANC DIRECT DEP 000216282415 L5Z",03/18/2022,"DONNELLEY FINANC DIRECT DEP 000216282415 L5Z","",,3639.10,"60470.28",,0.00
"20220317000000[-6:CST]*-1618.25*0**COUNTY TREASURER TAX 3236581",03/17/2022,"COUNTY TREASURER TAX 3236581","",-1618.25,,"56831.18",,0.00
"20220317000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-620-8880",03/17/2022,"CLUB FEES PLANET FIT 515-620-8880","",-24.60,,"58449.43",,0.00
"20220317000000[-6:CST]*-38.54*0**XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2076",03/17/2022,"XX3498 POS PURCHASE AT SQ *CORNBRED BARB ECUE Ames IA 372041000053360 2076","",-38.54,,"58474.03",,0.00
